movieId,title,rating_count,rating_mean
1,Toy Story (1995),215,3.9209302325581397
2,Jumanji (1995),110,3.4318181818181817
3,Grumpier Old Men (1995),52,3.2596153846153846
6,Heat (1995),102,3.946078431372549
7,Sabrina (1995),54,3.185185185185185
10,GoldenEye (1995),132,3.496212121212121
11,"American President, The (1995)",70,3.6714285714285713
16,Casino (1995),82,3.926829268292683
17,Sense and Sensibility (1995),67,3.7761194029850746
19,Ace Ventura: When Nature Calls (1995),88,2.727272727272727
21,Get Shorty (1995),89,3.49438202247191
25,Leaving Las Vegas (1995),76,3.625
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),177,3.983050847457627
34,Babe (1995),128,3.65234375
36,Dead Man Walking (1995),67,3.8358208955223883
39,Clueless (1995),104,3.293269230769231
47,Seven (a.k.a. Se7en) (1995),203,3.9753694581280787
48,Pocahontas (1995),68,3.1470588235294117
50,"Usual Suspects, The (1995)",204,4.237745098039215
62,Mr. Holland's Opus (1995),80,3.70625
70,From Dusk Till Dawn (1996),55,3.5090909090909093
95,Broken Arrow (1996),84,3.0238095238095237
104,Happy Gilmore (1996),99,3.4393939393939394
110,Braveheart (1995),237,4.031645569620253
111,Taxi Driver (1976),104,4.105769230769231
141,"Birdcage, The (1996)",86,3.494186046511628
145,Bad Boys (1995),51,3.2450980392156863
150,Apollo 13 (1995),201,3.845771144278607
153,Batman Forever (1995),137,2.9160583941605838
158,Casper (1995),62,2.806451612903226
160,Congo (1995),57,2.8771929824561404
161,Crimson Tide (1995),103,3.6359223300970873
163,Desperado (1995),66,3.5606060606060606
165,Die Hard: With a Vengeance (1995),144,3.5555555555555554
168,First Knight (1995),54,3.0833333333333335
172,Johnny Mnemonic (1995),53,2.6792452830188678
173,Judge Dredd (1995),62,2.6693548387096775
185,"Net, The (1995)",112,3.0401785714285716
208,Waterworld (1995),115,2.9130434782608696
223,Clerks (1994),104,3.855769230769231
225,Disclosure (1994),52,3.5384615384615383
231,Dumb & Dumber (Dumb and Dumber) (1994),133,3.0601503759398496
235,Ed Wood (1994),70,3.6785714285714284
253,Interview with the Vampire: The Vampire Chronicles (1994),109,3.458715596330275
260,Star Wars: Episode IV - A New Hope (1977),251,4.231075697211155
266,Legends of the Fall (1994),68,3.3970588235294117
288,Natural Born Killers (1994),92,3.233695652173913
292,Outbreak (1995),101,3.4257425742574257
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),133,4.018796992481203
296,Pulp Fiction (1994),307,4.197068403908795
300,Quiz Show (1994),81,3.5185185185185186
316,Stargate (1994),140,3.375
317,"Santa Clause, The (1994)",81,3.2037037037037037
318,"Shawshank Redemption, The (1994)",317,4.429022082018927
329,Star Trek: Generations (1994),108,3.3935185185185186
337,What's Eating Gilbert Grape (1993),77,3.7662337662337664
339,While You Were Sleeping (1995),98,3.4693877551020407
344,Ace Ventura: Pet Detective (1994),161,3.040372670807453
349,Clear and Present Danger (1994),110,3.6045454545454545
350,"Client, The (1994)",57,3.3859649122807016
353,"Crow, The (1994)",64,3.609375
356,Forrest Gump (1994),329,4.164133738601824
357,Four Weddings and a Funeral (1994),103,3.5194174757281553
364,"Lion King, The (1994)",172,3.941860465116279
367,"Mask, The (1994)",157,3.1847133757961785
368,Maverick (1994),74,3.5
370,Naked Gun 33 1/3: The Final Insult (1994),58,3.060344827586207
377,Speed (1994),171,3.5292397660818713
380,True Lies (1994),178,3.497191011235955
410,Addams Family Values (1993),84,3.1011904761904763
420,Beverly Hills Cop III (1994),59,2.7203389830508473
432,City Slickers II: The Legend of Curly's Gold (1994),55,2.6454545454545455
434,Cliffhanger (1993),101,3.0346534653465347
435,Coneheads (1993),63,2.4206349206349205
440,Dave (1993),76,3.5460526315789473
442,Demolition Man (1993),81,3.0925925925925926
454,"Firm, The (1993)",101,3.5346534653465347
457,"Fugitive, The (1993)",190,3.9921052631578946
466,Hot Shots! Part Deux (1993),60,2.8666666666666667
474,In the Line of Fire (1993),70,3.692857142857143
480,Jurassic Park (1993),238,3.75
485,Last Action Hero (1993),53,2.9339622641509435
500,Mrs. Doubtfire (1993),144,3.388888888888889
508,Philadelphia (1993),66,3.6136363636363638
509,"Piano, The (1993)",61,3.540983606557377
520,Robin Hood: Men in Tights (1993),69,3.130434782608696
527,Schindler's List (1993),220,4.225
539,Sleepless in Seattle (1993),106,3.4716981132075473
541,Blade Runner (1982),124,4.100806451612903
551,"Nightmare Before Christmas, The (1993)",93,3.553763440860215
552,"Three Musketeers, The (1993)",61,3.262295081967213
553,Tombstone (1993),65,3.8153846153846156
555,True Romance (1993),65,3.8
586,Home Alone (1990),116,2.9956896551724137
587,Ghost (1990),115,3.4347826086956523
588,Aladdin (1992),183,3.7923497267759565
589,Terminator 2: Judgment Day (1991),224,3.970982142857143
590,Dances with Wolves (1990),164,3.8353658536585367
592,Batman (1989),189,3.4285714285714284
593,"Silence of the Lambs, The (1991)",279,4.161290322580645
594,Snow White and the Seven Dwarfs (1937),77,3.616883116883117
595,Beauty and the Beast (1991),146,3.7705479452054793
596,Pinocchio (1940),60,3.45
597,Pretty Woman (1990),135,3.4851851851851854
608,Fargo (1996),181,4.116022099447513
648,Mission: Impossible (1996),162,3.537037037037037
653,Dragonheart (1996),65,3.0923076923076924
673,Space Jam (1996),53,2.707547169811321
708,"Truth About Cats & Dogs, The (1996)",58,3.3879310344827585
733,"Rock, The (1996)",121,3.6404958677685952
736,Twister (1996),123,3.321138211382114
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),97,4.268041237113402
778,Trainspotting (1996),102,4.03921568627451
780,Independence Day (a.k.a. ID4) (1996),202,3.4455445544554455
784,"Cable Guy, The (1996)",54,2.8055555555555554
786,Eraser (1996),64,3.109375
788,"Nutty Professor, The (1996)",82,2.731707317073171
858,"Godfather, The (1972)",192,4.2890625
903,Vertigo (1958),60,4.025
904,Rear Window (1954),84,4.261904761904762
908,North by Northwest (1959),57,4.184210526315789
912,Casablanca (1942),100,4.24
919,"Wizard of Oz, The (1939)",92,3.880434782608696
923,Citizen Kane (1941),69,4.043478260869565
924,2001: A Space Odyssey (1968),109,3.8944954128440368
953,It's a Wonderful Life (1946),58,4.0344827586206895
1028,Mary Poppins (1964),71,3.887323943661972
1035,"Sound of Music, The (1965)",64,3.9375
1036,Die Hard (1988),145,3.8620689655172415
1073,Willy Wonka & the Chocolate Factory (1971),119,3.8739495798319328
1079,"Fish Called Wanda, A (1988)",71,3.9225352112676055
1080,Monty Python's Life of Brian (1979),89,3.9269662921348316
1089,Reservoir Dogs (1992),131,4.202290076335878
1090,Platoon (1986),63,3.984126984126984
1097,E.T. the Extra-Terrestrial (1982),122,3.7663934426229506
1101,Top Gun (1986),83,3.3012048192771086
1127,"Abyss, The (1989)",62,3.475806451612903
1136,Monty Python and the Holy Grail (1975),136,4.161764705882353
1148,Wallace & Gromit: The Wrong Trousers (1993),56,4.035714285714286
1193,One Flew Over the Cuckoo's Nest (1975),133,4.203007518796992
1196,Star Wars: Episode V - The Empire Strikes Back (1980),211,4.2156398104265405
1197,"Princess Bride, The (1987)",142,4.232394366197183
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),200,4.2075
1199,Brazil (1985),59,4.177966101694915
1200,Aliens (1986),126,3.9642857142857144
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",72,4.145833333333333
1203,12 Angry Men (1957),57,4.149122807017544
1206,"Clockwork Orange, A (1971)",120,3.995833333333333
1207,To Kill a Mockingbird (1962),58,4.120689655172414
1208,Apocalypse Now (1979),107,4.219626168224299
1210,Star Wars: Episode VI - Return of the Jedi (1983),196,4.137755102040816
1213,Goodfellas (1990),126,4.25
1214,Alien (1979),146,3.969178082191781
1215,Army of Darkness (1993),51,4.03921568627451
1219,Psycho (1960),83,4.036144578313253
1220,"Blues Brothers, The (1980)",84,3.8095238095238093
1221,"Godfather: Part II, The (1974)",129,4.25968992248062
1222,Full Metal Jacket (1987),102,4.098039215686274
1225,Amadeus (1984),76,4.184210526315789
1230,Annie Hall (1977),58,3.8706896551724137
1234,"Sting, The (1973)",64,3.9765625
1240,"Terminator, The (1984)",131,3.8969465648854964
1246,Dead Poets Society (1989),86,3.9593023255813953
1247,"Graduate, The (1967)",79,4.063291139240507
1252,Chinatown (1974),59,4.211864406779661
1258,"Shining, The (1980)",109,4.08256880733945
1259,Stand by Me (1986),91,4.0054945054945055
1265,Groundhog Day (1993),143,3.944055944055944
1270,Back to the Future (1985),171,4.038011695906433
1276,Cool Hand Luke (1967),57,4.271929824561403
1278,Young Frankenstein (1974),69,3.9927536231884058
1282,Fantasia (1940),53,3.7830188679245285
1288,This Is Spinal Tap (1984),66,4.015151515151516
1291,Indiana Jones and the Last Crusade (1989),140,4.046428571428572
1302,Field of Dreams (1989),56,3.517857142857143
1304,Butch Cassidy and the Sundance Kid (1969),62,3.943548387096774
1307,When Harry Met Sally... (1989),85,3.8588235294117648
1356,Star Trek: First Contact (1996),91,3.879120879120879
1370,Die Hard 2 (1990),68,3.4044117647058822
1374,Star Trek II: The Wrath of Khan (1982),62,3.7661290322580645
1377,Batman Returns (1992),60,3.025
1380,Grease (1978),68,3.139705882352941
1387,Jaws (1975),91,4.0054945054945055
1391,Mars Attacks! (1996),86,3.0930232558139537
1393,Jerry Maguire (1996),85,3.5941176470588236
1394,Raising Arizona (1987),58,3.9913793103448274
1407,Scream (1996),70,3.2
1466,Donnie Brasco (1997),52,3.7403846153846154
1485,Liar Liar (1997),74,3.0337837837837838
1500,Grosse Pointe Blank (1997),59,3.610169491525424
1517,Austin Powers: International Man of Mystery (1997),100,3.535
1527,"Fifth Element, The (1997)",116,3.7456896551724137
1544,"Lost World: Jurassic Park, The (1997)",67,2.753731343283582
1552,Con Air (1997),59,3.0338983050847457
1573,Face/Off (1997),77,3.3701298701298703
1580,Men in Black (a.k.a. MIB) (1997),165,3.487878787878788
1584,Contact (1997),82,3.652439024390244
1608,Air Force One (1997),58,3.3448275862068964
1610,"Hunt for Red October, The (1990)",90,3.8722222222222222
1617,L.A. Confidential (1997),97,4.061855670103093
1625,"Game, The (1997)",77,3.7012987012987013
1639,Chasing Amy (1997),52,3.576923076923077
1641,"Full Monty, The (1997)",56,3.7589285714285716
1645,The Devil's Advocate (1997),51,3.411764705882353
1653,Gattaca (1997),86,3.953488372093023
1676,Starship Troopers (1997),80,3.33125
1682,"Truman Show, The (1998)",125,3.812
1704,Good Will Hunting (1997),141,4.078014184397163
1721,Titanic (1997),140,3.414285714285714
1732,"Big Lebowski, The (1998)",106,3.9245283018867925
1777,"Wedding Singer, The (1998)",56,3.419642857142857
1784,As Good as It Gets (1997),96,3.6979166666666665
1917,Armageddon (1998),92,3.0543478260869565
1923,There's Something About Mary (1998),105,3.676190476190476
1954,Rocky (1976),64,3.828125
1961,Rain Man (1988),96,3.8072916666666665
1968,"Breakfast Club, The (1985)",113,3.7787610619469025
1997,"Exorcist, The (1973)",53,3.80188679245283
2000,Lethal Weapon (1987),75,3.6733333333333333
2005,"Goonies, The (1985)",57,3.5701754385964914
2006,"Mask of Zorro, The (1998)",60,3.1
2011,Back to the Future Part II (1989),87,3.5057471264367814
2012,Back to the Future Part III (1990),88,3.3693181818181817
2028,Saving Private Ryan (1998),188,4.1462765957446805
2054,"Honey, I Shrunk the Kids (1989)",68,2.7573529411764706
2078,"Jungle Book, The (1967)",53,3.830188679245283
2080,Lady and the Tramp (1955),55,3.4
2081,"Little Mermaid, The (1989)",67,3.425373134328358
2100,Splash (1984),51,3.1176470588235294
2115,Indiana Jones and the Temple of Doom (1984),108,3.638888888888889
2167,Blade (1998),58,3.3620689655172415
2174,Beetlejuice (1988),91,3.4725274725274726
2194,"Untouchables, The (1987)",65,3.9384615384615387
2268,"Few Good Men, A (1992)",57,3.789473684210526
2291,Edward Scissorhands (1990),80,3.7
2302,My Cousin Vinny (1992),59,3.26271186440678
2321,Pleasantville (1998),61,3.4836065573770494
2324,Life Is Beautiful (La Vita è bella) (1997),88,4.1477272727272725
2329,American History X (1998),129,4.217054263565892
2353,Enemy of the State (1998),67,3.4925373134328357
2355,"Bug's Life, A (1998)",92,3.516304347826087
2395,Rushmore (1998),56,3.544642857142857
2396,Shakespeare in Love (1998),92,3.777173913043478
2406,Romancing the Stone (1984),54,3.4537037037037037
2470,Crocodile Dundee (1986),57,3.175438596491228
2502,Office Space (1999),94,4.090425531914893
2529,Planet of the Apes (1968),56,3.8035714285714284
2542,"Lock, Stock & Two Smoking Barrels (1998)",67,4.052238805970149
2571,"Matrix, The (1999)",278,4.192446043165468
2572,10 Things I Hate About You (1999),54,3.5277777777777777
2599,Election (1999),56,3.6607142857142856
2617,"Mummy, The (1999)",87,3.1206896551724137
2628,Star Wars: Episode I - The Phantom Menace (1999),140,3.107142857142857
2640,Superman (1978),61,3.6065573770491803
2657,"Rocky Horror Picture Show, The (1975)",63,3.3412698412698414
2671,Notting Hill (1999),56,3.455357142857143
2683,Austin Powers: The Spy Who Shagged Me (1999),121,3.1983471074380163
2692,Run Lola Run (Lola rennt) (1998),75,4.0
2699,Arachnophobia (1990),53,2.811320754716981
2700,"South Park: Bigger, Longer and Uncut (1999)",76,3.861842105263158
2701,Wild Wild West (1999),53,2.207547169811321
2706,American Pie (1999),103,3.378640776699029
2710,"Blair Witch Project, The (1999)",64,2.796875
2712,Eyes Wide Shut (1999),53,3.4622641509433962
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),120,3.775
2762,"Sixth Sense, The (1999)",179,3.893854748603352
2791,Airplane! (1980),87,3.8563218390804597
2797,Big (1988),91,3.71978021978022
2804,"Christmas Story, A (1983)",55,3.9727272727272727
2858,American Beauty (1999),204,4.056372549019608
2916,Total Recall (1990),88,3.653409090909091
2918,Ferris Bueller's Day Off (1986),109,3.8394495412844036
2947,Goldfinger (1964),53,3.839622641509434
2959,Fight Club (1999),218,4.272935779816514
2985,RoboCop (1987),70,3.3714285714285714
2987,Who Framed Roger Rabbit? (1988),97,3.5721649484536084
2997,Being John Malkovich (1999),99,3.9545454545454546
3033,Spaceballs (1987),59,3.483050847457627
3052,Dogma (1999),79,3.6455696202531644
3081,Sleepy Hollow (1999),62,3.475806451612903
3114,Toy Story 2 (1999),97,3.8608247422680413
3147,"Green Mile, The (1999)",111,4.148648648648648
3160,Magnolia (1999),52,3.7115384615384617
3175,Galaxy Quest (1999),75,3.58
3253,Wayne's World (1992),61,3.4754098360655736
3408,Erin Brockovich (2000),70,3.5285714285714285
3421,Animal House (1978),62,3.693548387096774
3471,Close Encounters of the Third Kind (1977),60,3.7416666666666667
3481,High Fidelity (2000),75,3.6666666666666665
3489,Hook (1991),53,3.358490566037736
3527,Predator (1987),61,3.581967213114754
3535,American Psycho (2000),59,3.788135593220339
3552,Caddyshack (1980),52,3.826923076923077
3578,Gladiator (2000),170,3.9382352941176473
3623,Mission: Impossible II (2000),77,2.7142857142857144
3671,Blazing Saddles (1974),62,3.935483870967742
3717,Gone in 60 Seconds (2000),61,3.221311475409836
3751,Chicken Run (2000),78,3.551282051282051
3753,"Patriot, The (2000)",68,3.448529411764706
3793,X-Men (2000),133,3.699248120300752
3897,Almost Famous (2000),83,3.8674698795180724
3911,Best in Show (2000),53,3.688679245283019
3948,Meet the Parents (2000),91,3.4175824175824174
3949,Requiem for a Dream (2000),96,3.921875
3977,Charlie's Angels (2000),72,2.7222222222222223
3994,Unbreakable (2000),73,3.4794520547945207
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",110,3.8363636363636364
4011,Snatch (2000),93,4.155913978494624
4018,What Women Want (2000),54,3.138888888888889
4022,Cast Away (2000),100,3.7
4025,Miss Congeniality (2000),64,3.0546875
4027,"O Brother, Where Art Thou? (2000)",94,3.8085106382978724
4034,Traffic (2000),70,3.9
4226,Memento (2000),159,4.122641509433962
4239,Blow (2001),51,3.8137254901960786
4246,Bridget Jones's Diary (2001),65,3.623076923076923
4262,Scarface (1983),67,3.9328358208955225
4306,Shrek (2001),170,3.8676470588235294
4308,Moulin Rouge (2001),55,3.590909090909091
4370,A.I. Artificial Intelligence (2001),56,3.3392857142857144
4447,Legally Blonde (2001),64,3.15625
4720,"Others, The (2001)",55,3.6272727272727274
4776,Training Day (2001),51,3.7941176470588234
4816,Zoolander (2001),54,3.509259259259259
4848,Mulholland Drive (2001),51,3.843137254901961
4878,Donnie Darko (2001),109,3.981651376146789
4886,"Monsters, Inc. (2001)",132,3.871212121212121
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),107,3.7616822429906542
4963,Ocean's Eleven (2001),119,3.8445378151260505
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",120,4.183333333333334
4979,"Royal Tenenbaums, The (2001)",68,3.6838235294117645
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",198,4.106060606060606
4995,"Beautiful Mind, A (2001)",123,4.0
5218,Ice Age (2002),85,3.6882352941176473
5299,My Big Fat Greek Wedding (2002),60,3.2666666666666666
5349,Spider-Man (2002),122,3.540983606557377
5378,Star Wars: Episode II - Attack of the Clones (2002),92,3.157608695652174
5418,"Bourne Identity, The (2002)",112,3.8169642857142856
5445,Minority Report (2002),120,3.6375
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),61,2.959016393442623
5481,Austin Powers in Goldmember (2002),65,2.8461538461538463
5502,Signs (2002),63,3.1666666666666665
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),87,4.155172413793103
5669,Bowling for Columbine (2002),58,3.7758620689655173
5816,Harry Potter and the Chamber of Secrets (2002),102,3.5980392156862746
5952,"Lord of the Rings: The Two Towers, The (2002)",188,4.0212765957446805
5956,Gangs of New York (2002),55,3.518181818181818
5989,Catch Me If You Can (2002),115,3.9217391304347826
6016,City of God (Cidade de Deus) (2002),75,4.1466666666666665
6333,X2: X-Men United (2003),76,3.723684210526316
6365,"Matrix Reloaded, The (2003)",96,3.3541666666666665
6373,Bruce Almighty (2003),71,3.316901408450704
6377,Finding Nemo (2003),141,3.9609929078014185
6378,"Italian Job, The (2003)",59,3.6186440677966103
6502,28 Days Later (2002),58,3.9741379310344827
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),149,3.778523489932886
6711,Lost in Translation (2003),74,4.033783783783784
6863,School of Rock (2003),66,3.4015151515151514
6870,Mystic River (2003),52,3.7115384615384617
6874,Kill Bill: Vol. 1 (2003),131,3.9618320610687023
6934,"Matrix Revolutions, The (2003)",79,3.151898734177215
6942,Love Actually (2003),59,3.788135593220339
7143,"Last Samurai, The (2003)",62,3.903225806451613
7147,Big Fish (2003),69,3.8333333333333335
7153,"Lord of the Rings: The Return of the King, The (2003)",185,4.118918918918919
7361,Eternal Sunshine of the Spotless Mind (2004),131,4.1603053435114505
7438,Kill Bill: Vol. 2 (2004),110,3.868181818181818
8360,Shrek 2 (2004),92,3.5760869565217392
8368,Harry Potter and the Prisoner of Azkaban (2004),93,3.913978494623656
8636,Spider-Man 2 (2004),79,3.8037974683544302
8641,Anchorman: The Legend of Ron Burgundy (2004),57,3.7719298245614037
8644,"I, Robot (2004)",61,3.4918032786885247
8665,"Bourne Supremacy, The (2004)",75,3.7866666666666666
8874,Shaun of the Dead (2004),77,4.0064935064935066
8961,"Incredibles, The (2004)",125,3.836
30707,Million Dollar Baby (2004),52,3.8461538461538463
30793,Charlie and the Chocolate Factory (2005),61,3.0
32587,Sin City (2005),84,3.857142857142857
33493,Star Wars: Episode III - Revenge of the Sith (2005),78,3.4294871794871793
33679,Mr. & Mrs. Smith (2005),59,3.2796610169491527
33794,Batman Begins (2005),116,3.8620689655172415
34162,Wedding Crashers (2005),58,3.5086206896551726
35836,"40-Year-Old Virgin, The (2005)",74,3.5472972972972974
40815,Harry Potter and the Goblet of Fire (2005),71,3.816901408450704
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",62,3.443548387096774
44191,V for Vendetta (2006),100,3.885
45499,X-Men: The Last Stand (2006),52,3.355769230769231
45722,Pirates of the Caribbean: Dead Man's Chest (2006),72,3.5069444444444446
46578,Little Miss Sunshine (2006),77,3.883116883116883
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),65,3.3461538461538463
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",81,3.814814814814815
48516,"Departed, The (2006)",107,4.252336448598131
48774,Children of Men (2006),64,3.9453125
48780,"Prestige, The (2006)",90,4.0055555555555555
49272,Casino Royale (2006),81,3.9444444444444446
49530,Blood Diamond (2006),53,3.7641509433962264
50872,Ratatouille (2007),72,3.8680555555555554
51255,Hot Fuzz (2007),61,4.0
51662,300 (2007),80,3.68125
52973,Knocked Up (2007),52,3.6538461538461537
53125,Pirates of the Caribbean: At World's End (2007),56,3.4375
54001,Harry Potter and the Order of the Phoenix (2007),58,3.8620689655172415
54286,"Bourne Ultimatum, The (2007)",81,3.697530864197531
54503,Superbad (2007),55,3.8636363636363638
55820,No Country for Old Men (2007),64,3.8984375
56174,I Am Legend (2007),62,3.4838709677419355
56367,Juno (2007),65,3.769230769230769
58559,"Dark Knight, The (2008)",149,4.238255033557047
59315,Iron Man (2008),94,3.824468085106383
59784,Kung Fu Panda (2008),54,3.4444444444444446
60069,WALL·E (2008),104,4.0576923076923075
63082,Slumdog Millionaire (2008),71,3.8098591549295775
68157,Inglourious Basterds (2009),88,4.136363636363637
68358,Star Trek (2009),59,3.864406779661017
68954,Up (2009),105,4.004761904761905
69122,"Hangover, The (2009)",76,3.6315789473684212
69844,Harry Potter and the Half-Blood Prince (2009),58,3.8879310344827585
70286,District 9 (2009),65,3.776923076923077
71535,Zombieland (2009),53,3.8773584905660377
72998,Avatar (2009),97,3.6030927835051547
73017,Sherlock Holmes (2009),58,3.853448275862069
74458,Shutter Island (2010),67,4.022388059701493
76093,How to Train Your Dragon (2010),53,3.943396226415094
78499,Toy Story 3 (2010),55,4.109090909090909
79132,Inception (2010),143,4.066433566433567
80463,"Social Network, The (2010)",57,3.8859649122807016
81845,"King's Speech, The (2010)",58,4.043103448275862
89745,"Avengers, The (2012)",69,3.869565217391304
91500,The Hunger Games (2012),54,3.435185185185185
91529,"Dark Knight Rises, The (2012)",76,3.9934210526315788
99114,Django Unchained (2012),71,3.943661971830986
106782,"Wolf of Wall Street, The (2013)",54,3.9166666666666665
109374,"Grand Budapest Hotel, The (2014)",52,3.7788461538461537
109487,Interstellar (2014),73,3.993150684931507
112852,Guardians of the Galaxy (2014),59,4.0508474576271185
122904,Deadpool (2016),54,3.8333333333333335
